revenue_id,campaign_id,advertiser_id,advertiser_name,business_category,revenue_date,impressions,clicks,conversions,revenue_amount,advertiser_spend,cpm,cpc,cpa,ctr,conversion_rate,created_at
536,164,41,Kirby-Haney,Beauty & Spa,2025-09-24,1375,109,15,2.56,1.79,1.86,0.02,0.17,7.93,13.76,2025-09-24 23:59:00
537,164,41,Kirby-Haney,Beauty & Spa,2025-09-25,2100,238,37,5.09,3.79,2.42,0.02,0.14,11.33,15.55,2025-09-25 23:59:00
538,164,41,Kirby-Haney,Beauty & Spa,2025-09-26,1838,258,40,4.56,2.93,2.48,0.02,0.11,14.04,15.5,2025-09-26 23:59:00
539,164,41,Kirby-Haney,Beauty & Spa,2025-09-27,1254,53,6,2.91,2.41,2.32,0.05,0.49,4.23,11.32,2025-09-27 23:59:00
540,164,41,Kirby-Haney,Beauty & Spa,2025-09-28,735,89,13,1.28,0.97,1.74,0.01,0.1,12.11,14.61,2025-09-28 23:59:00
541,164,41,Kirby-Haney,Beauty & Spa,2025-09-29,1164,121,9,2.31,1.91,1.98,0.02,0.26,10.4,7.44,2025-09-29 23:59:00
542,164,41,Kirby-Haney,Beauty & Spa,2025-09-30,2286,149,10,4.96,3.16,2.17,0.03,0.5,6.52,6.71,2025-09-30 23:59:00
543,164,41,Kirby-Haney,Beauty & Spa,2025-10-01,2724,68,8,5.25,3.57,1.93,0.08,0.66,2.5,11.76,2025-10-01 23:59:00
544,164,41,Kirby-Haney,Beauty & Spa,2025-10-02,484,59,7,1.21,0.74,2.5,0.02,0.17,12.19,11.86,2025-10-02 23:59:00
545,164,41,Kirby-Haney,Beauty & Spa,2025-10-03,1155,51,9,2.21,1.86,1.91,0.04,0.25,4.42,17.65,2025-10-03 23:59:00
546,164,41,Kirby-Haney,Beauty & Spa,2025-10-04,2794,384,88,5.47,3.67,1.96,0.01,0.06,13.74,22.92,2025-10-04 23:59:00
547,164,41,Kirby-Haney,Beauty & Spa,2025-10-05,2870,168,10,6.73,5.5,2.34,0.04,0.67,5.85,5.95,2025-10-05 23:59:00
548,164,41,Kirby-Haney,Beauty & Spa,2025-10-06,1054,55,10,1.8,1.47,1.71,0.03,0.18,5.22,18.18,2025-10-06 23:59:00
549,164,41,Kirby-Haney,Beauty & Spa,2025-10-07,631,87,10,1.16,0.87,1.84,0.01,0.12,13.79,11.49,2025-10-07 23:59:00
550,164,41,Kirby-Haney,Beauty & Spa,2025-10-08,3784,527,95,7.64,5.01,2.02,0.01,0.08,13.93,18.03,2025-10-08 23:59:00
551,164,41,Kirby-Haney,Beauty & Spa,2025-10-09,2805,339,52,5.45,3.95,1.94,0.02,0.1,12.09,15.34,2025-10-09 23:59:00
552,164,41,Kirby-Haney,Beauty & Spa,2025-10-10,4175,436,99,9.82,7.09,2.35,0.02,0.1,10.44,22.71,2025-10-10 23:59:00
553,164,41,Kirby-Haney,Beauty & Spa,2025-10-11,823,50,5,1.81,1.27,2.2,0.04,0.36,6.08,10.0,2025-10-11 23:59:00
554,164,41,Kirby-Haney,Beauty & Spa,2025-10-12,4556,141,18,10.77,8.82,2.36,0.08,0.6,3.09,12.77,2025-10-12 23:59:00
555,164,41,Kirby-Haney,Beauty & Spa,2025-10-13,3313,441,33,7.52,4.59,2.27,0.02,0.23,13.31,7.48,2025-10-13 23:59:00
556,164,41,Kirby-Haney,Beauty & Spa,2025-10-14,978,145,35,1.8,1.09,1.84,0.01,0.05,14.83,24.14,2025-10-14 23:59:00
557,164,41,Kirby-Haney,Beauty & Spa,2025-10-15,1716,125,18,3.42,2.37,1.99,0.03,0.19,7.28,14.4,2025-10-15 23:59:00
558,164,41,Kirby-Haney,Beauty & Spa,2025-10-16,2388,272,33,5.94,4.95,2.49,0.02,0.18,11.39,12.13,2025-10-16 23:59:00
559,164,41,Kirby-Haney,Beauty & Spa,2025-10-17,1562,38,5,3.56,2.34,2.28,0.09,0.71,2.43,13.16,2025-10-17 23:59:00
560,164,41,Kirby-Haney,Beauty & Spa,2025-10-18,4148,208,38,10.31,8.03,2.49,0.05,0.27,5.01,18.27,2025-10-18 23:59:00
561,164,41,Kirby-Haney,Beauty & Spa,2025-10-19,2697,369,69,6.4,4.67,2.37,0.02,0.09,13.68,18.7,2025-10-19 23:59:00
562,164,41,Kirby-Haney,Beauty & Spa,2025-10-20,1464,84,8,2.49,1.81,1.7,0.03,0.31,5.74,9.52,2025-10-20 23:59:00
563,164,41,Kirby-Haney,Beauty & Spa,2025-10-21,322,13,1,0.6,0.36,1.86,0.05,0.6,4.04,7.69,2025-10-21 23:59:00
564,164,41,Kirby-Haney,Beauty & Spa,2025-10-22,1124,39,5,2.15,1.32,1.91,0.06,0.43,3.47,12.82,2025-10-22 23:59:00
565,164,41,Kirby-Haney,Beauty & Spa,2025-10-23,2270,192,33,5.69,3.77,2.51,0.03,0.17,8.46,17.19,2025-10-23 23:59:00
566,164,41,Kirby-Haney,Beauty & Spa,2025-10-24,4990,685,161,8.65,5.19,1.73,0.01,0.05,13.73,23.5,2025-10-24 23:59:00
567,164,41,Kirby-Haney,Beauty & Spa,2025-10-25,1820,113,8,4.12,3.41,2.26,0.04,0.52,6.21,7.08,2025-10-25 23:59:00
568,164,41,Kirby-Haney,Beauty & Spa,2025-10-26,3581,246,18,9.05,7.39,2.53,0.04,0.5,6.87,7.32,2025-10-26 23:59:00
569,164,41,Kirby-Haney,Beauty & Spa,2025-10-27,1765,219,45,3.8,2.95,2.15,0.02,0.08,12.41,20.55,2025-10-27 23:59:00
570,164,41,Kirby-Haney,Beauty & Spa,2025-10-28,1199,98,9,2.28,1.63,1.9,0.02,0.25,8.17,9.18,2025-10-28 23:59:00
571,164,41,Kirby-Haney,Beauty & Spa,2025-10-29,4411,436,64,9.34,6.76,2.12,0.02,0.15,9.88,14.68,2025-10-29 23:59:00
572,164,41,Kirby-Haney,Beauty & Spa,2025-10-30,941,39,8,2.01,1.45,2.14,0.05,0.25,4.14,20.51,2025-10-30 23:59:00
573,164,41,Kirby-Haney,Beauty & Spa,2025-10-31,2425,83,7,4.11,2.93,1.69,0.05,0.59,3.42,8.43,2025-10-31 23:59:00
574,164,41,Kirby-Haney,Beauty & Spa,2025-11-01,512,51,7,1.03,0.74,2.01,0.02,0.15,9.96,13.73,2025-11-01 23:59:00
575,164,41,Kirby-Haney,Beauty & Spa,2025-11-02,3366,487,47,7.74,4.76,2.3,0.02,0.16,14.47,9.65,2025-11-02 23:59:00
576,164,41,Kirby-Haney,Beauty & Spa,2025-11-03,3695,231,18,6.31,4.16,1.71,0.03,0.35,6.25,7.79,2025-11-03 23:59:00
577,164,41,Kirby-Haney,Beauty & Spa,2025-11-04,4396,623,124,10.76,7.03,2.45,0.02,0.09,14.17,19.9,2025-11-04 23:59:00
578,164,41,Kirby-Haney,Beauty & Spa,2025-11-05,265,27,1,0.46,0.32,1.74,0.02,0.46,10.19,3.7,2025-11-05 23:59:00
579,164,41,Kirby-Haney,Beauty & Spa,2025-11-06,4148,195,22,8.52,6.34,2.05,0.04,0.39,4.7,11.28,2025-11-06 23:59:00
580,164,41,Kirby-Haney,Beauty & Spa,2025-11-07,2975,149,21,6.63,3.98,2.23,0.04,0.32,5.01,14.09,2025-11-07 23:59:00
581,164,41,Kirby-Haney,Beauty & Spa,2025-11-08,753,54,3,1.46,1.16,1.94,0.03,0.49,7.17,5.56,2025-11-08 23:59:00
582,164,41,Kirby-Haney,Beauty & Spa,2025-11-09,730,30,5,1.58,1.05,2.16,0.05,0.32,4.11,16.67,2025-11-09 23:59:00
583,164,41,Kirby-Haney,Beauty & Spa,2025-11-10,1364,111,10,3.44,2.64,2.52,0.03,0.34,8.14,9.01,2025-11-10 23:59:00
584,164,41,Kirby-Haney,Beauty & Spa,2025-11-11,1058,67,7,2.29,1.89,2.16,0.03,0.33,6.33,10.45,2025-11-11 23:59:00
585,164,41,Kirby-Haney,Beauty & Spa,2025-11-12,4127,184,37,9.16,5.78,2.22,0.05,0.25,4.46,20.11,2025-11-12 23:59:00
586,164,41,Kirby-Haney,Beauty & Spa,2025-11-13,4116,84,5,8.52,5.25,2.07,0.1,1.7,2.04,5.95,2025-11-13 23:59:00
587,164,41,Kirby-Haney,Beauty & Spa,2025-11-14,1100,108,23,2.37,1.67,2.15,0.02,0.1,9.82,21.3,2025-11-14 23:59:00
588,164,41,Kirby-Haney,Beauty & Spa,2025-11-15,650,21,4,1.19,0.8,1.83,0.06,0.3,3.23,19.05,2025-11-15 23:59:00
589,164,41,Kirby-Haney,Beauty & Spa,2025-11-16,4462,439,29,11.25,9.08,2.52,0.03,0.39,9.84,6.61,2025-11-16 23:59:00
590,164,41,Kirby-Haney,Beauty & Spa,2025-11-17,803,66,14,1.86,1.46,2.32,0.03,0.13,8.22,21.21,2025-11-17 23:59:00
591,164,41,Kirby-Haney,Beauty & Spa,2025-11-18,398,55,10,0.98,0.71,2.46,0.02,0.1,13.82,18.18,2025-11-18 23:59:00
592,164,41,Kirby-Haney,Beauty & Spa,2025-11-19,4175,425,78,7.67,5.07,1.84,0.02,0.1,10.18,18.35,2025-11-19 23:59:00
593,164,41,Kirby-Haney,Beauty & Spa,2025-11-20,626,30,2,1.06,0.66,1.69,0.04,0.53,4.79,6.67,2025-11-20 23:59:00
594,164,41,Kirby-Haney,Beauty & Spa,2025-11-21,333,38,7,0.62,0.46,1.86,0.02,0.09,11.41,18.42,2025-11-21 23:59:00
595,164,41,Kirby-Haney,Beauty & Spa,2025-11-22,197,23,1,0.49,0.33,2.49,0.02,0.49,11.68,4.35,2025-11-22 23:59:00
596,164,41,Kirby-Haney,Beauty & Spa,2025-11-23,515,17,3,1.07,0.89,2.08,0.06,0.36,3.3,17.65,2025-11-23 23:59:00
597,164,41,Kirby-Haney,Beauty & Spa,2025-11-24,4070,257,62,10.18,6.75,2.5,0.04,0.16,6.31,24.12,2025-11-24 23:59:00
598,164,41,Kirby-Haney,Beauty & Spa,2025-11-25,1465,203,11,2.68,2.21,1.83,0.01,0.24,13.86,5.42,2025-11-25 23:59:00
599,164,41,Kirby-Haney,Beauty & Spa,2025-11-26,3823,318,69,8.02,4.98,2.1,0.03,0.12,8.32,21.7,2025-11-26 23:59:00
600,164,41,Kirby-Haney,Beauty & Spa,2025-11-27,2126,176,30,4.29,3.41,2.02,0.02,0.14,8.28,17.05,2025-11-27 23:59:00
601,164,41,Kirby-Haney,Beauty & Spa,2025-11-28,2250,80,11,4.34,2.93,1.93,0.05,0.39,3.56,13.75,2025-11-28 23:59:00
602,164,41,Kirby-Haney,Beauty & Spa,2025-11-29,928,19,4,1.99,1.63,2.14,0.1,0.5,2.05,21.05,2025-11-29 23:59:00
603,164,41,Kirby-Haney,Beauty & Spa,2025-11-30,660,62,8,1.46,1.07,2.21,0.02,0.18,9.39,12.9,2025-11-30 23:59:00
604,164,41,Kirby-Haney,Beauty & Spa,2025-12-01,2051,279,67,4.18,3.49,2.04,0.01,0.06,13.6,24.01,2025-12-01 23:59:00
605,164,41,Kirby-Haney,Beauty & Spa,2025-12-02,2737,112,23,5.56,4.27,2.03,0.05,0.24,4.09,20.54,2025-12-02 23:59:00
606,164,41,Kirby-Haney,Beauty & Spa,2025-12-03,3218,199,26,7.73,5.26,2.4,0.04,0.3,6.18,13.07,2025-12-03 23:59:00
607,164,41,Kirby-Haney,Beauty & Spa,2025-12-04,3835,79,14,8.5,7.19,2.22,0.11,0.61,2.06,17.72,2025-12-04 23:59:00
608,164,41,Kirby-Haney,Beauty & Spa,2025-12-05,3679,284,63,8.15,6.21,2.22,0.03,0.13,7.72,22.18,2025-12-05 23:59:00
609,164,41,Kirby-Haney,Beauty & Spa,2025-12-06,4796,599,85,11.02,7.92,2.3,0.02,0.13,12.49,14.19,2025-12-06 23:59:00
610,164,41,Kirby-Haney,Beauty & Spa,2025-12-07,4348,371,82,7.9,4.82,1.82,0.02,0.1,8.53,22.1,2025-12-07 23:59:00
611,164,41,Kirby-Haney,Beauty & Spa,2025-12-08,3614,440,93,7.51,5.42,2.08,0.02,0.08,12.17,21.14,2025-12-08 23:59:00
612,164,41,Kirby-Haney,Beauty & Spa,2025-12-09,3736,471,103,9.44,6.36,2.53,0.02,0.09,12.61,21.87,2025-12-09 23:59:00
613,164,41,Kirby-Haney,Beauty & Spa,2025-12-10,1360,68,13,3.18,2.51,2.34,0.05,0.24,5.0,19.12,2025-12-10 23:59:00
614,164,41,Kirby-Haney,Beauty & Spa,2025-12-11,2368,143,23,4.28,3.33,1.81,0.03,0.19,6.04,16.08,2025-12-11 23:59:00
615,164,41,Kirby-Haney,Beauty & Spa,2025-12-12,780,110,19,1.71,1.24,2.19,0.02,0.09,14.1,17.27,2025-12-12 23:59:00
616,164,41,Kirby-Haney,Beauty & Spa,2025-12-13,4798,600,69,8.16,6.03,1.7,0.01,0.12,12.51,11.5,2025-12-13 23:59:00
617,164,41,Kirby-Haney,Beauty & Spa,2025-12-14,2536,237,40,5.48,4.02,2.16,0.02,0.14,9.35,16.88,2025-12-14 23:59:00
618,168,26,Sexton Group,Travel,2025-09-17,4485,514,117,65.81,52.85,14.67,0.13,0.56,11.46,22.76,2025-09-17 23:59:00
619,168,26,Sexton Group,Travel,2025-09-18,1212,180,29,17.99,11.08,14.84,0.1,0.62,14.85,16.11,2025-09-18 23:59:00
620,168,26,Sexton Group,Travel,2025-09-19,250,19,1,3.79,3.0,15.16,0.2,3.79,7.6,5.26,2025-09-19 23:59:00
621,168,26,Sexton Group,Travel,2025-09-20,1640,164,16,18.55,14.73,11.31,0.11,1.16,10.0,9.76,2025-09-20 23:59:00
622,168,26,Sexton Group,Travel,2025-09-21,1928,173,8,25.17,16.94,13.05,0.15,3.15,8.97,4.62,2025-09-21 23:59:00
623,168,26,Sexton Group,Travel,2025-09-22,4993,688,168,64.13,51.76,12.84,0.09,0.38,13.78,24.42,2025-09-22 23:59:00
624,168,26,Sexton Group,Travel,2025-09-23,2037,197,41,27.52,17.14,13.51,0.14,0.67,9.67,20.81,2025-09-23 23:59:00
625,168,26,Sexton Group,Travel,2025-09-24,3821,571,36,43.81,29.6,11.47,0.08,1.22,14.94,6.3,2025-09-24 23:59:00
626,168,26,Sexton Group,Travel,2025-09-25,3592,424,103,41.46,30.65,11.54,0.1,0.4,11.8,24.29,2025-09-25 23:59:00
627,168,26,Sexton Group,Travel,2025-09-26,1771,237,13,27.29,17.03,15.41,0.12,2.1,13.38,5.49,2025-09-26 23:59:00
628,168,26,Sexton Group,Travel,2025-09-27,3426,348,18,49.02,35.77,14.31,0.14,2.72,10.16,5.17,2025-09-27 23:59:00
629,168,26,Sexton Group,Travel,2025-09-28,4308,643,52,63.0,50.14,14.62,0.1,1.21,14.93,8.09,2025-09-28 23:59:00
630,168,26,Sexton Group,Travel,2025-09-29,3873,451,76,53.74,40.79,13.88,0.12,0.71,11.64,16.85,2025-09-29 23:59:00
631,168,26,Sexton Group,Travel,2025-09-30,1816,264,13,19.2,14.91,10.57,0.07,1.48,14.54,4.92,2025-09-30 23:59:00
632,168,26,Sexton Group,Travel,2025-10-01,424,56,9,5.12,3.19,12.08,0.09,0.57,13.21,16.07,2025-10-01 23:59:00
633,168,26,Sexton Group,Travel,2025-10-02,4231,267,17,57.89,44.17,13.68,0.22,3.41,6.31,6.37,2025-10-02 23:59:00
634,168,26,Sexton Group,Travel,2025-10-03,1620,130,19,19.66,13.32,12.14,0.15,1.03,8.02,14.62,2025-10-03 23:59:00
635,168,26,Sexton Group,Travel,2025-10-04,3794,285,49,44.91,32.63,11.84,0.16,0.92,7.51,17.19,2025-10-04 23:59:00
636,168,26,Sexton Group,Travel,2025-10-05,1601,56,10,18.9,15.09,11.81,0.34,1.89,3.5,17.86,2025-10-05 23:59:00
637,168,26,Sexton Group,Travel,2025-10-06,3019,389,53,40.32,31.03,13.36,0.1,0.76,12.89,13.62,2025-10-06 23:59:00
638,168,26,Sexton Group,Travel,2025-10-07,4471,264,29,62.16,47.66,13.9,0.24,2.14,5.9,10.98,2025-10-07 23:59:00
639,168,26,Sexton Group,Travel,2025-10-08,3731,178,27,42.5,26.69,11.39,0.24,1.57,4.77,15.17,2025-10-08 23:59:00
640,168,26,Sexton Group,Travel,2025-10-09,2548,79,14,38.68,32.76,15.18,0.49,2.76,3.1,17.72,2025-10-09 23:59:00
641,168,26,Sexton Group,Travel,2025-10-10,3986,254,41,59.15,41.77,14.84,0.23,1.44,6.37,16.14,2025-10-10 23:59:00
642,168,26,Sexton Group,Travel,2025-10-11,4928,283,59,61.06,48.57,12.39,0.22,1.03,5.74,20.85,2025-10-11 23:59:00
643,168,26,Sexton Group,Travel,2025-10-12,768,112,9,10.49,7.6,13.66,0.09,1.17,14.58,8.04,2025-10-12 23:59:00
644,168,26,Sexton Group,Travel,2025-10-13,4589,94,18,59.95,37.46,13.06,0.64,3.33,2.05,19.15,2025-10-13 23:59:00
645,168,26,Sexton Group,Travel,2025-10-14,3365,112,6,41.38,32.93,12.3,0.37,6.9,3.33,5.36,2025-10-14 23:59:00
646,168,26,Sexton Group,Travel,2025-10-15,834,109,18,11.71,7.38,14.04,0.11,0.65,13.07,16.51,2025-10-15 23:59:00
647,168,26,Sexton Group,Travel,2025-10-16,2148,129,28,22.51,16.7,10.48,0.17,0.8,6.01,21.71,2025-10-16 23:59:00
648,168,26,Sexton Group,Travel,2025-10-17,3802,366,48,40.23,25.46,10.58,0.11,0.84,9.63,13.11,2025-10-17 23:59:00
649,172,21,Hunt-Dodson,Pet Services,2025-09-17,871,100,14,12.12,8.04,13.92,0.12,0.87,11.48,14.0,2025-09-17 23:59:00
650,172,21,Hunt-Dodson,Pet Services,2025-09-18,2491,332,54,33.77,26.61,13.56,0.1,0.63,13.33,16.27,2025-09-18 23:59:00
651,172,21,Hunt-Dodson,Pet Services,2025-09-19,4257,160,20,44.43,34.03,10.44,0.28,2.22,3.76,12.5,2025-09-19 23:59:00
652,172,21,Hunt-Dodson,Pet Services,2025-09-20,1185,35,2,13.74,8.81,11.59,0.39,6.87,2.95,5.71,2025-09-20 23:59:00
653,172,21,Hunt-Dodson,Pet Services,2025-09-21,575,45,5,6.82,5.6,11.86,0.15,1.36,7.83,11.11,2025-09-21 23:59:00
654,172,21,Hunt-Dodson,Pet Services,2025-09-22,4776,405,28,66.64,43.89,13.95,0.16,2.38,8.48,6.91,2025-09-22 23:59:00
655,172,21,Hunt-Dodson,Pet Services,2025-09-23,163,13,2,2.16,1.77,13.25,0.17,1.08,7.98,15.38,2025-09-23 23:59:00
656,172,21,Hunt-Dodson,Pet Services,2025-09-24,2627,281,25,37.42,23.37,14.24,0.13,1.5,10.7,8.9,2025-09-24 23:59:00
657,172,21,Hunt-Dodson,Pet Services,2025-09-25,2674,194,14,35.49,26.0,13.27,0.18,2.54,7.26,7.22,2025-09-25 23:59:00
658,172,21,Hunt-Dodson,Pet Services,2025-09-26,4597,248,22,56.71,38.19,12.34,0.23,2.58,5.39,8.87,2025-09-26 23:59:00
659,172,21,Hunt-Dodson,Pet Services,2025-09-27,1455,163,24,18.02,13.88,12.38,0.11,0.75,11.2,14.72,2025-09-27 23:59:00
660,172,21,Hunt-Dodson,Pet Services,2025-09-28,2743,271,57,35.7,25.54,13.01,0.13,0.63,9.88,21.03,2025-09-28 23:59:00
661,172,21,Hunt-Dodson,Pet Services,2025-09-29,4948,287,52,70.79,53.86,14.31,0.25,1.36,5.8,18.12,2025-09-29 23:59:00
662,172,21,Hunt-Dodson,Pet Services,2025-09-30,2281,48,10,27.5,18.88,12.06,0.57,2.75,2.1,20.83,2025-09-30 23:59:00
663,172,21,Hunt-Dodson,Pet Services,2025-10-01,1216,119,24,12.18,8.6,10.02,0.1,0.51,9.79,20.17,2025-10-01 23:59:00
664,173,13,Hunt-Dodson,Travel,2025-09-17,4282,344,83,1325.33,967.61,309.51,3.85,15.97,8.03,24.13,2025-09-17 23:59:00
665,173,13,Hunt-Dodson,Travel,2025-09-18,2986,446,83,1606.68,1259.58,538.07,3.6,19.36,14.94,18.61,2025-09-18 23:59:00
666,173,13,Hunt-Dodson,Travel,2025-09-19,2675,114,21,357.6,241.21,133.68,3.14,17.03,4.26,18.42,2025-09-19 23:59:00
667,173,13,Hunt-Dodson,Travel,2025-09-20,950,27,3,46.96,34.36,49.43,1.74,15.65,2.84,11.11,2025-09-20 23:59:00
668,173,13,Hunt-Dodson,Travel,2025-09-21,2015,222,11,192.94,132.24,95.75,0.87,17.54,11.02,4.95,2025-09-21 23:59:00
669,173,13,Hunt-Dodson,Travel,2025-09-22,3028,77,15,245.14,165.63,80.96,3.18,16.34,2.54,19.48,2025-09-22 23:59:00
670,173,13,Hunt-Dodson,Travel,2025-09-23,1108,124,15,211.21,166.06,190.62,1.7,14.08,11.19,12.1,2025-09-23 23:59:00
671,173,13,Hunt-Dodson,Travel,2025-09-24,1119,28,2,33.54,21.1,29.97,1.2,16.77,2.5,7.14,2025-09-24 23:59:00
672,173,13,Hunt-Dodson,Travel,2025-09-25,4176,562,36,656.49,485.83,157.21,1.17,18.24,13.46,6.41,2025-09-25 23:59:00
673,173,13,Hunt-Dodson,Travel,2025-09-26,2342,342,57,1126.96,778.1,481.2,3.3,19.77,14.6,16.67,2025-09-26 23:59:00
674,173,13,Hunt-Dodson,Travel,2025-09-27,4842,108,6,118.46,100.65,24.47,1.1,19.74,2.23,5.56,2025-09-27 23:59:00
675,173,13,Hunt-Dodson,Travel,2025-09-28,1821,154,38,517.31,335.08,284.08,3.36,13.61,8.46,24.68,2025-09-28 23:59:00
676,173,13,Hunt-Dodson,Travel,2025-09-29,4324,106,21,309.28,224.61,71.53,2.92,14.73,2.45,19.81,2025-09-29 23:59:00
677,173,13,Hunt-Dodson,Travel,2025-09-30,667,94,5,85.28,71.99,127.86,0.91,17.06,14.09,5.32,2025-09-30 23:59:00
678,173,13,Hunt-Dodson,Travel,2025-10-01,3460,80,13,202.33,146.41,58.48,2.53,15.56,2.31,16.25,2025-10-01 23:59:00
679,173,13,Hunt-Dodson,Travel,2025-10-02,213,26,1,14.81,11.59,69.53,0.57,14.81,12.21,3.85,2025-10-02 23:59:00
680,173,13,Hunt-Dodson,Travel,2025-10-03,4418,191,44,635.11,427.75,143.76,3.33,14.43,4.32,23.04,2025-10-03 23:59:00
681,173,13,Hunt-Dodson,Travel,2025-10-04,237,8,1,13.44,8.45,56.71,1.68,13.44,3.38,12.5,2025-10-04 23:59:00
682,173,13,Hunt-Dodson,Travel,2025-10-05,3637,180,36,542.29,390.62,149.1,3.01,15.06,4.95,20.0,2025-10-05 23:59:00
683,173,13,Hunt-Dodson,Travel,2025-10-06,2877,171,28,425.42,301.99,147.87,2.49,15.19,5.94,16.37,2025-10-06 23:59:00
684,173,13,Hunt-Dodson,Travel,2025-10-07,814,77,8,139.27,112.56,171.09,1.81,17.41,9.46,10.39,2025-10-07 23:59:00
685,173,13,Hunt-Dodson,Travel,2025-10-08,2994,430,33,524.2,345.81,175.08,1.22,15.88,14.36,7.67,2025-10-08 23:59:00
686,173,13,Hunt-Dodson,Travel,2025-10-09,679,13,1,16.14,12.79,23.77,1.24,16.14,1.91,7.69,2025-10-09 23:59:00
687,173,13,Hunt-Dodson,Travel,2025-10-10,363,46,4,74.46,52.9,205.12,1.62,18.61,12.67,8.7,2025-10-10 23:59:00
688,173,13,Hunt-Dodson,Travel,2025-10-11,1283,102,11,197.43,135.03,153.88,1.94,17.95,7.95,10.78,2025-10-11 23:59:00
689,173,13,Hunt-Dodson,Travel,2025-10-12,3276,158,34,526.13,346.91,160.6,3.33,15.47,4.82,21.52,2025-10-12 23:59:00
690,173,13,Hunt-Dodson,Travel,2025-10-13,1576,133,29,477.24,324.76,302.82,3.59,16.46,8.44,21.8,2025-10-13 23:59:00
691,173,13,Hunt-Dodson,Travel,2025-10-14,3316,385,66,1281.62,855.5,386.5,3.33,19.42,11.61,17.14,2025-10-14 23:59:00
692,173,13,Hunt-Dodson,Travel,2025-10-15,1824,105,8,143.64,99.02,78.75,1.37,17.95,5.76,7.62,2025-10-15 23:59:00
693,173,13,Hunt-Dodson,Travel,2025-10-16,4917,535,37,700.02,592.84,142.37,1.31,18.92,10.88,6.92,2025-10-16 23:59:00
694,173,13,Hunt-Dodson,Travel,2025-10-17,2149,303,32,530.89,361.36,247.04,1.75,16.59,14.1,10.56,2025-10-17 23:59:00
695,174,26,Andrews-Harvey,Legal Services,2025-09-16,4504,144,31,45.12,30.67,10.02,0.31,1.46,3.2,21.53,2025-09-16 23:59:00
696,174,26,Andrews-Harvey,Legal Services,2025-09-17,1981,106,8,14.74,11.43,7.44,0.14,1.84,5.35,7.55,2025-09-17 23:59:00
697,174,26,Andrews-Harvey,Legal Services,2025-09-18,4435,292,45,44.38,33.02,10.01,0.15,0.99,6.58,15.41,2025-09-18 23:59:00
698,174,26,Andrews-Harvey,Legal Services,2025-09-19,4607,152,19,42.88,33.07,9.31,0.28,2.26,3.3,12.5,2025-09-19 23:59:00
699,174,26,Andrews-Harvey,Legal Services,2025-09-20,606,89,10,5.21,4.3,8.6,0.06,0.52,14.69,11.24,2025-09-20 23:59:00
700,177,38,"Ballard, Smith and Patterson",Legal Services,2025-09-16,1042,65,14,1644.44,1333.16,1578.16,25.3,117.46,6.24,21.54,2025-09-16 23:59:00
701,177,38,"Ballard, Smith and Patterson",Legal Services,2025-09-17,595,41,6,602.34,446.0,1012.34,14.69,100.39,6.89,14.63,2025-09-17 23:59:00
702,177,38,"Ballard, Smith and Patterson",Legal Services,2025-09-18,2468,259,33,4314.12,3222.47,1748.02,16.66,130.73,10.49,12.74,2025-09-18 23:59:00
703,177,38,"Ballard, Smith and Patterson",Legal Services,2025-09-19,1919,95,12,1727.82,1314.16,900.38,18.19,143.98,4.95,12.63,2025-09-19 23:59:00
704,177,38,"Ballard, Smith and Patterson",Legal Services,2025-09-20,338,7,1,133.69,104.25,395.53,19.1,133.69,2.07,14.29,2025-09-20 23:59:00
705,177,38,"Ballard, Smith and Patterson",Legal Services,2025-09-21,3778,142,29,3728.79,2953.43,986.97,26.26,128.58,3.76,20.42,2025-09-21 23:59:00
706,177,38,"Ballard, Smith and Patterson",Legal Services,2025-09-22,3027,254,62,7291.45,4601.54,2408.8,28.71,117.6,8.39,24.41,2025-09-22 23:59:00
707,177,38,"Ballard, Smith and Patterson",Legal Services,2025-09-23,2416,315,53,7315.34,5419.71,3027.87,23.22,138.03,13.04,16.83,2025-09-23 23:59:00
708,177,38,"Ballard, Smith and Patterson",Legal Services,2025-09-24,1506,105,26,2891.83,2434.8,1920.21,27.54,111.22,6.97,24.76,2025-09-24 23:59:00
709,177,38,"Ballard, Smith and Patterson",Legal Services,2025-09-25,1689,57,5,664.23,547.97,393.27,11.65,132.85,3.37,8.77,2025-09-25 23:59:00
710,177,38,"Ballard, Smith and Patterson",Legal Services,2025-09-26,174,10,0,0.0,0.0,0.0,0.0,0.0,5.75,0.0,2025-09-26 23:59:00
711,177,38,"Ballard, Smith and Patterson",Legal Services,2025-09-27,2181,317,26,3047.19,1984.69,1397.15,9.61,117.2,14.53,8.2,2025-09-27 23:59:00
712,177,38,"Ballard, Smith and Patterson",Legal Services,2025-09-28,3535,118,22,2237.13,1733.06,632.85,18.96,101.69,3.34,18.64,2025-09-28 23:59:00
713,177,38,"Ballard, Smith and Patterson",Legal Services,2025-09-29,1961,173,36,4613.05,3683.65,2352.4,26.67,128.14,8.82,20.81,2025-09-29 23:59:00
714,177,38,"Ballard, Smith and Patterson",Legal Services,2025-09-30,2727,317,26,3652.73,2782.11,1339.47,11.52,140.49,11.62,8.2,2025-09-30 23:59:00
715,177,38,"Ballard, Smith and Patterson",Legal Services,2025-10-01,912,134,22,3257.53,2628.75,3571.85,24.31,148.07,14.69,16.42,2025-10-01 23:59:00
