impression_id,campaign_id,user_id,neighborhood_id,ad_type,ad_placement,device_type,is_viewable,view_duration_seconds,session_id,created_at
34314,65,142,22,Display,Right Rail,Mobile,True,2,3d44ce5e,2025-09-05 17:41:13
34315,158,76,7,Video,Right Rail,Desktop,True,1,36a0847f,2025-05-26 16:19:19
34316,65,4849,29,Display,Feed,Mobile,False,1,e7feafa9,2025-09-07 14:02:52
34317,195,365,44,Video,Story,Tablet,True,2,75d962aa,2025-02-01 20:54:58
34318,110,4727,45,Display,Search Results,Desktop,True,6,fdbf67f3,2025-09-22 06:13:34
34319,23,1211,22,Native,Search Results,Desktop,False,41,c43f56f2,2025-02-15 15:39:50
34320,120,2341,34,Display,Story,Desktop,True,1,090bec7e,2025-04-06 19:38:33
34321,25,2112,37,Video,Search Results,Tablet,True,2,23c0a6b8,2025-02-08 11:19:33
34322,174,668,3,Sponsored Post,Search Results,Mobile,True,0,1f6afc17,2025-09-18 17:19:49
34323,150,4459,4,Local Deal,Search Results,Tablet,True,2,84b3a3a6,2025-05-02 16:57:16
34324,101,3881,12,Sponsored Post,Feed,Desktop,True,30,2cf36d56,2025-05-09 18:48:07
34325,48,514,11,Native,Search Results,Tablet,False,7,4f46a7f3,2025-05-24 08:31:04
34326,151,1273,5,Sponsored Post,Notification,Desktop,True,0,e154c033,2025-03-23 10:37:32
34327,100,3846,32,Native,Notification,Desktop,True,1,c18c9c20,2025-06-04 20:14:59
34328,118,493,7,Local Deal,Story,Tablet,True,22,cab47de6,2025-06-15 06:30:05
34329,33,894,48,Local Deal,Right Rail,Desktop,False,6,37845e81,2025-04-05 18:48:53
34330,16,3050,2,Local Deal,Right Rail,Mobile,True,6,2d48cfbe,2025-03-05 13:18:00
34331,62,3941,19,Video,Feed,Desktop,True,5,019686a6,2025-09-06 09:16:38
34332,43,339,2,Sponsored Post,Feed,Mobile,True,9,ece9597f,2025-07-12 10:00:13
34333,136,738,24,Sponsored Post,Right Rail,Desktop,False,6,41629314,2025-06-04 20:56:19
34334,43,3384,18,Sponsored Post,Story,Mobile,True,3,b732d858,2025-07-17 09:31:03
34335,120,2737,34,Display,Right Rail,Tablet,True,0,65693473,2025-03-20 11:29:43
34336,45,2925,24,Display,Search Results,Mobile,True,2,f4a5bb11,2025-09-05 21:49:25
34337,40,3598,48,Video,Notification,Mobile,False,3,3b7e4829,2025-05-23 21:47:46
34338,88,4247,10,Native,Story,Mobile,True,9,f50eb598,2025-09-19 12:07:57
34339,170,3338,35,Display,Story,Tablet,True,4,745bdf5e,2025-07-12 19:23:52
34340,112,1803,6,Display,Story,Desktop,True,1,a40ed183,2025-05-12 08:27:17
34341,162,148,21,Video,Story,Desktop,False,1,6862025f,2025-01-20 09:42:57
34342,193,3547,18,Video,Search Results,Mobile,True,2,093ee128,2025-07-02 19:00:50
34343,172,3120,10,Video,Notification,Tablet,True,13,36c68ab2,2025-09-20 12:31:27
34344,115,2918,11,Native,Search Results,Mobile,True,3,4cd49f2a,2025-02-19 17:52:05
34345,142,4399,33,Display,Right Rail,Tablet,True,8,939a249f,2025-01-11 15:44:17
34346,193,4405,36,Video,Search Results,Mobile,True,19,1b1823ff,2025-07-02 09:38:23
34347,110,4743,3,Display,Search Results,Mobile,True,9,1fa4d26a,2025-10-16 02:56:17
34348,183,2317,33,Sponsored Post,Search Results,Tablet,True,4,c471952b,2025-09-24 00:44:50
34349,17,1464,30,Native,Notification,Desktop,True,52,3b8a7bd7,2025-04-30 18:23:31
34350,81,4898,45,Native,Notification,Desktop,True,13,dd0a7ec8,2025-05-06 14:17:04
34351,21,568,33,Video,Story,Desktop,True,1,5416582e,2025-07-25 06:46:05
34352,157,1651,44,Local Deal,Notification,Mobile,True,1,7cbe383e,2025-01-20 01:05:43
34353,137,4266,34,Video,Right Rail,Desktop,True,2,c1e2e86f,2025-02-01 08:01:06
34354,125,3926,23,Video,Search Results,Tablet,False,4,ff81144b,2025-03-05 20:31:47
34355,102,1956,22,Display,Search Results,Mobile,True,0,86a05c2f,2025-02-05 05:08:27
34356,55,1750,35,Native,Notification,Mobile,False,1,779a6154,2025-08-09 18:29:49
34357,132,4914,21,Sponsored Post,Story,Desktop,True,2,c603ddeb,2025-07-11 07:44:04
34358,182,3391,46,Display,Story,Desktop,True,50,0f772b62,2025-07-01 19:12:47
34359,164,1498,26,Local Deal,Notification,Tablet,False,2,24d3ac04,2025-12-04 21:05:20
34360,86,468,30,Video,Search Results,Tablet,True,3,09ba9589,2025-07-14 08:46:58
34361,163,4045,21,Sponsored Post,Search Results,Tablet,False,0,7045ff90,2025-09-24 10:47:43
34362,179,3984,44,Local Deal,Story,Mobile,True,31,c063dc4b,2025-07-28 21:18:35
34363,193,3929,47,Video,Feed,Mobile,True,3,37ba0797,2025-06-30 19:07:59
34364,134,2339,40,Video,Search Results,Mobile,True,27,55260357,2025-04-25 12:04:30
34365,163,4320,35,Sponsored Post,Feed,Tablet,True,1,bb70b632,2025-09-15 19:01:11
34366,106,184,11,Native,Story,Desktop,True,2,b1a56819,2025-09-21 20:22:41
34367,116,4805,12,Video,Right Rail,Tablet,True,2,12e4cca3,2025-07-31 12:44:56
34368,24,3499,17,Native,Notification,Tablet,True,9,d6c5b021,2025-08-29 20:09:05
34369,65,3256,15,Display,Search Results,Tablet,True,6,79af7550,2025-09-23 07:12:20
34370,31,3041,24,Native,Feed,Mobile,True,10,8bf3eb80,2025-04-11 11:36:57
34371,113,4151,22,Sponsored Post,Search Results,Tablet,True,0,4ad8cd1a,2025-05-09 21:01:39
34372,175,679,20,Display,Notification,Mobile,True,1,c8c453f0,2025-01-23 17:33:13
34373,3,2345,3,Local Deal,Feed,Tablet,False,2,cdd6fb7f,2025-05-18 10:20:15
34374,34,4499,3,Video,Right Rail,Mobile,True,4,59d51cc0,2025-06-20 21:53:34
34375,125,1552,10,Video,Story,Mobile,True,1,fe1de10b,2025-02-21 09:39:20
34376,112,3053,43,Display,Right Rail,Desktop,True,1,3245c518,2025-04-21 21:23:49
34377,41,1486,24,Display,Feed,Tablet,True,18,5f1c975d,2025-09-07 06:18:11
34378,10,1729,42,Sponsored Post,Feed,Desktop,True,10,1b2460e7,2025-10-10 15:04:34
34379,20,162,10,Sponsored Post,Notification,Tablet,True,45,0f58aa92,2025-07-03 11:54:25
34380,179,2467,13,Local Deal,Right Rail,Tablet,True,0,40d40482,2025-08-15 08:48:25
34381,67,202,27,Video,Right Rail,Mobile,True,3,edffc37f,2025-07-18 20:12:42
34382,131,2404,49,Local Deal,Search Results,Desktop,True,2,c1c878f1,2025-07-27 07:40:23
34383,175,2415,28,Display,Search Results,Tablet,True,2,54dfe806,2025-01-25 11:18:30
34384,143,4161,40,Display,Feed,Desktop,True,26,960b2fef,2025-07-26 13:45:59
34385,97,2542,14,Native,Story,Desktop,True,0,45bc002c,2025-05-13 19:15:41
34386,54,4560,18,Sponsored Post,Search Results,Mobile,True,42,db30d840,2025-01-06 10:12:40
34387,75,3029,2,Native,Feed,Tablet,True,1,89ebdae8,2025-07-11 20:24:36
34388,115,2663,10,Native,Search Results,Mobile,True,1,e9a696a6,2025-02-20 20:01:42
34389,74,1919,50,Sponsored Post,Feed,Tablet,True,6,4c5f3424,2025-07-04 02:29:58
34390,41,938,39,Display,Right Rail,Mobile,True,7,49ffa428,2025-09-13 08:19:54
34391,71,916,5,Display,Feed,Tablet,True,2,2aa7ab1a,2025-06-23 07:12:03
34392,133,2305,5,Native,Notification,Tablet,True,6,05c61b46,2025-02-17 07:26:35
34393,36,683,8,Video,Right Rail,Mobile,False,9,48b9d434,2025-08-16 01:46:40
34394,17,2578,37,Native,Feed,Tablet,False,2,2f765c8a,2025-04-26 20:08:32
34395,140,711,25,Native,Right Rail,Mobile,True,6,b3e74349,2025-02-17 17:29:30
34396,186,571,38,Native,Search Results,Mobile,True,10,2b5d1e35,2025-04-10 08:03:59
34397,161,3443,44,Video,Feed,Mobile,False,8,ee9ad8c0,2025-08-17 08:13:45
34398,196,781,17,Display,Right Rail,Tablet,True,51,7b801e1b,2025-06-25 18:38:40
34399,113,4976,44,Sponsored Post,Feed,Desktop,True,2,b941531e,2025-05-28 22:58:31
34400,180,4717,50,Video,Notification,Tablet,True,2,9c7a35d5,2025-04-18 08:07:13
34401,168,2557,45,Native,Search Results,Mobile,True,10,f7181de5,2025-10-08 13:12:41
34402,96,3641,47,Local Deal,Right Rail,Tablet,True,49,3ba4380b,2025-08-13 09:23:33
34403,178,3117,26,Local Deal,Feed,Tablet,True,2,3eba6467,2025-05-20 06:13:21
34404,104,3655,38,Sponsored Post,Search Results,Desktop,True,1,28d8e897,2025-03-15 16:01:35
34405,189,3222,3,Video,Story,Desktop,True,2,9ccb0ce8,2025-02-19 22:22:59
34406,70,905,30,Video,Right Rail,Tablet,True,51,65c3abf6,2025-07-23 16:50:23
34407,169,2986,8,Native,Feed,Tablet,True,1,8b97ac8c,2025-03-09 06:36:51
34408,172,3276,35,Video,Story,Tablet,True,1,dfc80445,2025-09-18 11:45:31
34409,1,1059,1,Local Deal,Right Rail,Mobile,False,40,214de09b,2025-03-30 19:55:00
34410,196,1652,8,Display,Right Rail,Desktop,True,5,b5e33cb8,2025-07-15 16:50:36
34411,58,58,41,Display,Search Results,Mobile,True,1,7ef2dc3f,2025-05-16 11:41:34
34412,149,2892,38,Sponsored Post,Story,Desktop,False,7,f4f83106,2025-08-14 07:26:46
34413,39,1225,47,Display,Notification,Desktop,True,2,4a5cc577,2025-05-21 21:23:17
34414,97,1872,40,Native,Story,Mobile,True,3,a3fd0790,2025-04-28 10:12:55
34415,88,4235,18,Native,Right Rail,Tablet,True,10,068eae00,2025-09-17 09:37:38
34416,104,145,1,Sponsored Post,Feed,Tablet,True,0,5bd90293,2025-02-28 08:21:43
34417,189,1256,22,Video,Search Results,Tablet,True,2,43b8953f,2025-02-17 12:47:41
34418,107,1884,16,Local Deal,Search Results,Mobile,True,2,4d5eae39,2025-08-31 15:05:11
34419,78,4437,22,Local Deal,Search Results,Mobile,True,24,e4accc07,2025-03-14 07:45:57
34420,69,272,34,Video,Search Results,Mobile,True,21,ce4aedaa,2025-10-05 19:04:36
34421,2,4895,25,Native,Story,Tablet,True,1,7bd83fda,2025-01-21 00:38:47
34422,44,571,38,Display,Right Rail,Mobile,True,5,8dd5275a,2025-08-02 10:09:53
34423,129,4776,30,Video,Search Results,Mobile,True,24,d942cfd4,2025-02-25 20:34:07
34424,100,718,20,Native,Right Rail,Desktop,True,1,0ae6d0ea,2025-06-09 16:01:28
34425,46,3866,27,Video,Feed,Tablet,True,1,afd261e5,2025-08-26 09:15:27
34426,88,4587,9,Native,Right Rail,Tablet,True,0,e07e6fe6,2025-09-16 08:05:01
34427,77,3632,50,Display,Right Rail,Tablet,True,36,bd6d4a87,2025-09-19 22:37:06
34428,93,924,35,Native,Story,Mobile,True,4,6dfdaa86,2025-03-22 09:24:34
34429,87,4491,5,Video,Notification,Desktop,True,7,8d74aa30,2025-03-12 15:04:46
34430,90,3354,25,Video,Feed,Tablet,True,57,bef860f0,2025-10-17 20:31:19
34431,101,3810,5,Sponsored Post,Search Results,Tablet,False,2,12fb48e0,2025-05-05 12:48:04
34432,196,4831,7,Display,Story,Tablet,True,2,dd1725d9,2025-06-22 10:35:55
34433,39,4559,31,Display,Right Rail,Mobile,True,2,d20e393a,2025-05-17 09:37:41
34434,3,3963,30,Local Deal,Feed,Desktop,True,1,22ff3c1a,2025-05-15 05:48:49
34435,70,2985,24,Video,Notification,Tablet,True,0,6dc9ae12,2025-07-10 17:22:57
34436,85,3631,18,Native,Feed,Desktop,True,58,99876c78,2025-05-28 21:38:12
34437,97,3183,43,Native,Story,Desktop,True,54,882bb570,2025-04-27 05:43:14
34438,158,3422,44,Video,Feed,Desktop,True,5,9e870225,2025-05-21 20:07:36
34439,192,952,8,Display,Notification,Tablet,True,60,f40181b6,2025-07-07 11:25:07
34440,41,291,17,Display,Search Results,Mobile,True,30,b31e5530,2025-08-31 09:19:37
34441,9,832,46,Video,Story,Desktop,True,3,b56d1bae,2025-01-10 05:56:42
34442,104,4594,14,Sponsored Post,Story,Desktop,True,1,fad7b52d,2025-02-17 21:05:38
34443,98,4724,2,Video,Feed,Desktop,True,0,779b6697,2025-09-03 11:13:52
34444,72,4351,3,Local Deal,Story,Mobile,True,3,827ab0c9,2025-04-26 16:51:03
34445,81,2935,8,Native,Search Results,Desktop,True,7,2ac08dac,2025-04-07 01:19:36
34446,118,4704,16,Local Deal,Story,Desktop,True,2,93a286da,2025-06-24 16:02:58
34447,44,1559,14,Display,Feed,Tablet,True,10,cad6173e,2025-07-21 20:47:19
34448,93,940,28,Native,Right Rail,Tablet,False,3,579ce113,2025-03-20 22:20:37
34449,199,2503,36,Display,Feed,Tablet,True,0,fd5b3f0d,2025-04-15 07:20:52
34450,188,2056,32,Display,Notification,Tablet,True,4,1a030998,2025-02-04 08:37:52
34451,178,4300,48,Local Deal,Story,Tablet,False,1,8e57f5e0,2025-05-26 17:13:16
34452,189,2497,24,Video,Right Rail,Tablet,False,45,acbb50ba,2025-02-17 21:05:56
34453,58,1198,34,Display,Notification,Mobile,True,2,930ccac8,2025-05-27 18:14:08
34454,83,1705,41,Display,Search Results,Tablet,True,1,0c393b76,2025-06-14 19:17:44
34455,153,4358,24,Native,Feed,Mobile,True,0,75ef1edf,2025-09-05 23:45:09
34456,108,662,12,Sponsored Post,Search Results,Mobile,True,2,27a84a96,2025-03-31 10:14:38
34457,53,3600,16,Native,Notification,Desktop,True,9,fcb26351,2025-06-22 07:11:10
34458,160,2680,17,Display,Search Results,Desktop,True,3,0b71b0c1,2025-06-27 20:57:59
34459,169,3713,25,Native,Feed,Desktop,True,2,98ef16fb,2025-02-18 20:50:39
34460,96,3180,24,Local Deal,Search Results,Mobile,True,21,38d85b68,2025-09-12 20:12:29
34461,68,3762,42,Display,Story,Tablet,True,9,545caac6,2025-07-27 17:55:38
34462,75,890,49,Native,Right Rail,Mobile,True,7,bcdb8233,2025-07-10 18:56:48
34463,115,4472,27,Native,Notification,Tablet,True,60,18ffea4f,2025-02-18 06:59:59
34464,192,3227,15,Display,Story,Tablet,True,7,7c2a8950,2025-08-14 10:09:24
34465,183,1120,47,Sponsored Post,Story,Mobile,True,10,f157b372,2025-10-14 00:47:36
34466,48,1912,18,Native,Search Results,Tablet,True,5,4c6a1f38,2025-05-28 09:04:30
34467,103,813,7,Video,Right Rail,Mobile,False,1,8adb60e5,2025-08-03 22:26:53
34468,198,4219,24,Sponsored Post,Search Results,Tablet,True,36,20666c17,2025-02-02 19:27:34
34469,164,2290,48,Local Deal,Story,Desktop,True,0,6f61fc40,2025-10-26 18:57:40
34470,175,1127,2,Display,Search Results,Tablet,True,2,62a94a3e,2025-01-28 17:22:34
34471,134,2013,14,Video,Search Results,Mobile,True,9,3a50d31a,2025-04-27 11:58:14
34472,110,2782,21,Display,Right Rail,Tablet,True,25,951e5ebe,2025-09-20 09:36:40
34473,185,4593,21,Native,Right Rail,Desktop,True,8,c3937491,2025-03-25 14:32:44
34474,101,580,21,Sponsored Post,Notification,Desktop,True,35,56e92928,2025-04-08 16:45:29
34475,122,3598,48,Native,Story,Mobile,True,39,e314ee68,2025-04-30 05:21:39
34476,180,449,14,Video,Feed,Tablet,True,2,b3fe1e85,2025-06-19 20:00:38
34477,15,426,47,Native,Search Results,Mobile,True,5,a9477544,2025-09-27 14:49:56
34478,120,674,40,Display,Search Results,Tablet,True,2,b0ce72d8,2025-03-11 14:07:10
34479,74,4107,46,Sponsored Post,Story,Tablet,True,1,3ec41f8e,2025-07-11 20:35:56
34480,158,3204,35,Video,Right Rail,Mobile,False,2,5da38cdd,2025-05-24 14:34:28
34481,182,4405,36,Display,Story,Mobile,False,5,15517ec2,2025-07-12 16:47:29
34482,25,2863,39,Video,Story,Mobile,True,5,5a6ce253,2025-01-11 10:34:07
34483,116,4453,23,Video,Notification,Desktop,True,5,02f8b668,2025-08-08 14:19:58
34484,8,4908,43,Local Deal,Feed,Desktop,True,7,55301ec0,2025-02-25 18:14:58
34485,177,298,8,Local Deal,Search Results,Desktop,True,2,633ff973,2025-10-31 16:30:12
34486,10,775,28,Sponsored Post,Notification,Mobile,False,2,9857c1dc,2025-10-07 17:45:26
34487,98,2331,27,Video,Search Results,Mobile,True,27,90d02873,2025-09-09 21:16:44
34488,73,1329,9,Native,Story,Mobile,True,3,cfb1f988,2025-08-07 06:35:04
34489,174,1307,38,Sponsored Post,Search Results,Desktop,False,0,21dcd538,2025-09-13 10:19:03
34490,125,1821,43,Video,Notification,Tablet,True,58,82ac5c8f,2025-02-01 11:32:50
34491,197,1751,29,Local Deal,Story,Tablet,True,2,954b6268,2025-07-02 18:13:41
34492,37,3982,33,Native,Search Results,Tablet,True,10,66e62521,2025-01-06 01:57:23
34493,142,1358,12,Display,Right Rail,Mobile,True,7,f120a8b1,2025-01-13 18:07:04
34494,196,1357,1,Display,Search Results,Mobile,True,2,33088c98,2025-07-25 19:42:11
34495,57,2717,24,Sponsored Post,Right Rail,Desktop,True,3,0a348285,2025-08-12 23:59:32
34496,195,316,13,Video,Story,Mobile,True,2,a6738633,2025-01-22 22:45:02
34497,74,1739,5,Sponsored Post,Right Rail,Tablet,True,2,5137d37f,2025-07-07 21:32:06
34498,54,4878,19,Sponsored Post,Right Rail,Mobile,True,2,0e340442,2025-01-03 17:20:23
34499,120,4617,28,Display,Story,Mobile,False,10,e8177702,2025-03-02 13:21:46
34500,52,2834,43,Sponsored Post,Story,Mobile,True,2,47fcdad8,2025-03-04 04:51:14
34501,23,1545,28,Native,Story,Tablet,True,58,23923de8,2025-02-14 12:41:20
34502,163,164,18,Sponsored Post,Story,Tablet,False,5,7761e2eb,2025-09-26 10:07:07
34503,42,4989,12,Local Deal,Story,Tablet,True,9,3b279c5c,2025-04-02 08:59:44
34504,74,2147,25,Sponsored Post,Story,Mobile,True,0,b84fc08d,2025-07-08 16:02:15
34505,127,3517,22,Display,Search Results,Tablet,True,1,588622c1,2025-09-27 10:08:26
34506,1,1249,36,Local Deal,Story,Desktop,True,34,47224a0c,2025-04-10 06:03:16
34507,2,1095,15,Native,Right Rail,Tablet,True,6,c9577ac2,2025-01-23 18:14:13
34508,159,1019,14,Display,Search Results,Mobile,True,9,d3d6dec6,2025-07-22 11:33:31
34509,22,1398,36,Video,Story,Tablet,True,4,5c8c87cc,2025-07-10 18:38:15
34510,77,2378,15,Display,Feed,Desktop,True,9,0379c69f,2025-10-03 13:58:11
34511,122,4549,42,Native,Feed,Mobile,True,45,cae21b56,2025-04-20 21:18:52
34512,9,2864,8,Video,Notification,Tablet,True,9,d964bbd5,2025-01-27 17:54:13
34513,108,2340,13,Sponsored Post,Notification,Mobile,True,22,6442da22,2025-03-21 09:10:54
34514,133,4624,2,Native,Feed,Tablet,True,6,7065b5f0,2025-02-04 15:33:40
34515,145,1226,3,Video,Feed,Mobile,True,4,d3f06fd1,2025-06-20 16:49:52
34516,79,594,42,Sponsored Post,Right Rail,Tablet,True,1,9170245e,2025-04-04 20:04:48
34517,133,755,4,Native,Notification,Tablet,True,7,63c024e9,2025-02-16 22:20:57
34518,126,3655,38,Video,Story,Desktop,True,2,7ccc7dbf,2025-09-11 15:36:30
34519,26,2581,29,Video,Search Results,Mobile,True,47,359a573a,2025-04-17 12:00:28
34520,96,4102,15,Local Deal,Search Results,Mobile,True,19,b136b5d6,2025-08-24 12:32:58
34521,94,2751,5,Display,Notification,Mobile,True,7,057f9a27,2025-01-18 07:09:00
34522,44,2049,27,Display,Story,Desktop,True,1,3a947450,2025-09-03 15:07:48
34523,80,618,7,Native,Search Results,Tablet,True,1,393c1a77,2025-03-10 17:32:56
34524,70,461,4,Video,Feed,Desktop,False,7,c1b09405,2025-07-31 09:04:42
34525,178,3187,34,Local Deal,Search Results,Desktop,True,21,4d0e5ed7,2025-06-08 16:45:18
34526,16,3931,24,Local Deal,Feed,Desktop,True,10,f9e1fe32,2025-03-02 09:52:44
34527,36,2873,28,Video,Right Rail,Desktop,True,2,17cac121,2025-08-15 18:48:10
34528,77,3942,40,Display,Feed,Tablet,True,1,c2797c5a,2025-10-14 17:18:37
34529,75,4753,31,Native,Search Results,Mobile,True,2,8ef7c873,2025-07-12 18:11:54
34530,57,3639,41,Sponsored Post,Right Rail,Desktop,True,9,b68f6d16,2025-08-18 19:41:04
34531,97,3422,44,Native,Right Rail,Desktop,True,10,fcaf7d75,2025-04-17 08:02:23
34532,167,2030,10,Display,Right Rail,Desktop,True,35,19c92812,2025-04-26 14:27:04
34533,171,4616,36,Local Deal,Right Rail,Tablet,True,26,e8f4f6dc,2025-04-20 23:49:27
34534,66,4449,31,Sponsored Post,Right Rail,Tablet,True,2,d197867c,2025-03-15 21:52:22
34535,37,858,10,Native,Story,Tablet,True,10,f98e0ea6,2025-01-14 22:04:57
34536,19,1226,3,Display,Story,Mobile,True,1,130530b1,2025-07-30 07:54:35
34537,42,1860,15,Local Deal,Feed,Tablet,True,4,943d5c80,2025-03-31 07:26:04
34538,84,1993,42,Local Deal,Right Rail,Mobile,True,10,78986329,2025-06-24 14:34:29
34539,166,2981,3,Local Deal,Notification,Tablet,True,5,49b23617,2025-04-29 08:05:32
34540,81,508,7,Native,Search Results,Tablet,False,9,447ef4af,2025-03-12 21:36:15
34541,116,1588,50,Video,Feed,Tablet,True,7,af63d39a,2025-08-03 10:09:57
34542,33,4724,2,Local Deal,Search Results,Desktop,True,2,c4e2d5e2,2025-04-17 09:09:41
34543,107,3003,30,Local Deal,Feed,Desktop,True,5,4413fe7f,2025-08-29 11:12:38
34544,164,913,33,Local Deal,Notification,Mobile,False,45,18bba772,2025-09-25 15:11:38
34545,114,2975,22,Native,Right Rail,Mobile,False,6,d3eeca74,2025-04-06 19:43:48
34546,37,202,27,Native,Notification,Mobile,True,9,71ff30c9,2025-01-15 10:25:57
34547,37,1049,44,Native,Notification,Desktop,True,7,91453ffe,2025-01-17 19:20:09
34548,182,166,14,Display,Feed,Tablet,True,8,c80f718f,2025-06-15 22:28:11
34549,137,3052,41,Video,Story,Mobile,True,3,596d0711,2025-02-02 11:45:40
34550,9,1607,11,Video,Notification,Desktop,True,7,da231d38,2025-01-28 08:07:46
34551,106,4850,23,Native,Right Rail,Mobile,True,9,b10c26e2,2025-09-16 11:27:52
34552,38,4567,42,Video,Feed,Desktop,False,1,fdb8459e,2025-03-24 20:15:46
34553,158,784,20,Video,Right Rail,Tablet,True,10,19905c53,2025-05-25 00:14:23
34554,73,3419,25,Native,Story,Tablet,False,24,0ebb9bd2,2025-08-06 03:15:34
34555,168,3094,17,Native,Story,Mobile,True,60,db35e016,2025-09-19 23:56:49
34556,105,2836,28,Display,Right Rail,Tablet,True,0,6cfe1755,2025-07-07 20:38:23
34557,73,4647,11,Native,Feed,Tablet,True,7,014e03c8,2025-08-05 09:20:15
34558,2,3142,20,Native,Feed,Desktop,True,0,dd738f89,2025-01-24 09:06:10
34559,144,3094,17,Display,Notification,Mobile,False,52,816bdd67,2025-04-18 21:50:15
34560,23,716,25,Native,Notification,Tablet,True,14,142d1352,2025-02-08 11:45:21
34561,20,4037,8,Sponsored Post,Feed,Mobile,True,9,8edbef35,2025-06-21 16:34:50
34562,172,1410,10,Video,Story,Mobile,False,2,1bfbc04b,2025-09-21 08:29:02
34563,196,1209,28,Display,Right Rail,Desktop,True,26,8dd7a92f,2025-06-03 09:03:49
34564,70,212,2,Video,Right Rail,Mobile,True,0,02152f6c,2025-07-14 13:39:45
34565,169,3937,12,Native,Feed,Tablet,False,7,2fd21bce,2025-02-21 17:56:36
34566,70,2764,21,Video,Search Results,Desktop,False,1,10b1b7f9,2025-07-15 20:59:58
34567,171,3006,30,Local Deal,Notification,Desktop,True,10,144facaf,2025-02-28 12:43:01
34568,36,1700,31,Video,Right Rail,Mobile,True,6,ee71e2cc,2025-08-15 11:36:22
34569,59,4701,42,Native,Story,Tablet,False,53,e0520e97,2025-01-09 08:11:00
34570,127,2948,28,Display,Story,Tablet,True,4,a3c785da,2025-09-24 08:53:10
34571,25,1568,19,Video,Notification,Tablet,False,2,6630c927,2025-01-26 20:43:55
34572,152,4362,44,Display,Search Results,Mobile,False,59,3d42a2f6,2025-03-28 19:38:33
34573,38,661,42,Video,Right Rail,Mobile,True,21,1e9b9eff,2025-04-03 22:37:46
34574,115,2415,28,Native,Notification,Tablet,True,8,64bf6376,2025-02-24 10:46:04
34575,131,1090,20,Local Deal,Notification,Mobile,True,5,f9a53b65,2025-08-12 10:24:29
34576,190,2059,13,Display,Notification,Desktop,False,1,5bb1e151,2025-06-05 05:19:20
34577,20,3529,14,Sponsored Post,Right Rail,Tablet,True,0,1fedc242,2025-06-28 19:20:49
34578,81,239,7,Native,Search Results,Mobile,True,2,37efacbc,2025-02-24 18:26:38
34579,27,1612,21,Video,Feed,Desktop,True,45,01b5cf50,2025-02-26 18:28:52
34580,170,2628,25,Display,Search Results,Mobile,True,2,e46ce778,2025-07-12 19:11:14
34581,194,2596,12,Sponsored Post,Story,Mobile,True,3,d0722479,2025-09-24 22:25:35
34582,104,341,1,Sponsored Post,Story,Tablet,True,10,c052f167,2025-03-08 21:12:08
34583,175,1763,46,Display,Feed,Tablet,True,8,bb7a933e,2025-01-23 00:52:46
34584,10,3735,33,Sponsored Post,Story,Mobile,True,1,2ff26efe,2025-09-28 15:06:07
34585,133,3756,10,Native,Notification,Tablet,True,56,66c0bb6f,2025-02-02 09:44:38
34586,93,381,48,Native,Search Results,Desktop,True,0,fc6e7559,2025-03-21 20:05:16
34587,147,3311,3,Video,Story,Desktop,True,9,9365e13a,2025-03-28 19:00:12
34588,188,1644,8,Display,Feed,Tablet,True,38,2464810a,2025-02-05 03:43:45
34589,164,4319,41,Local Deal,Search Results,Desktop,True,10,782d07ac,2025-10-11 22:24:39
34590,60,1307,38,Sponsored Post,Notification,Desktop,True,9,fc272c0d,2025-07-12 21:39:03
34591,78,316,13,Local Deal,Notification,Mobile,True,1,30a246df,2025-03-19 08:36:58
34592,59,1565,21,Native,Feed,Mobile,True,6,760f2eb6,2025-01-09 13:49:57
34593,17,4019,46,Native,Feed,Mobile,True,10,2cfdf1c0,2025-04-27 12:16:34
34594,57,774,41,Sponsored Post,Feed,Mobile,True,4,78dbe1d6,2025-08-18 21:23:36
34595,93,3038,31,Native,Search Results,Tablet,True,0,8eab2cd5,2025-03-19 17:02:13
34596,95,1831,7,Native,Feed,Tablet,False,49,b6365bb5,2025-06-04 17:38:22
34597,105,2017,21,Display,Search Results,Desktop,True,0,26d3fb50,2025-07-02 10:04:39
34598,104,1399,17,Sponsored Post,Feed,Tablet,True,5,576986b1,2025-03-13 17:49:00
34599,179,1923,4,Local Deal,Notification,Tablet,True,1,e719cd26,2025-08-04 21:05:40
34600,144,1437,2,Display,Feed,Tablet,True,10,03541205,2025-04-28 15:42:30
34601,110,1824,21,Display,Search Results,Mobile,True,1,55dd764b,2025-09-20 17:57:41
34602,65,1078,24,Display,Notification,Mobile,True,1,a4aea164,2025-09-15 20:21:01
34603,155,997,26,Display,Search Results,Tablet,True,3,1422f8a4,2025-07-28 20:38:59
34604,18,4492,31,Display,Notification,Tablet,True,2,bb9e346e,2025-04-15 22:21:51
34605,69,2118,16,Video,Notification,Mobile,True,7,818b01a2,2025-10-02 15:39:56
34606,31,4834,43,Native,Right Rail,Desktop,False,41,3aa797ae,2025-04-15 10:04:50
34607,10,3526,18,Sponsored Post,Right Rail,Desktop,True,1,fcd111a2,2025-10-10 20:02:02
34608,15,4230,49,Native,Right Rail,Tablet,True,51,c4cce8c5,2025-09-27 17:36:35
34609,30,982,18,Sponsored Post,Story,Desktop,False,8,749c5155,2025-02-25 16:46:33
